# SLAM - pose_x pose_y orientation time
4.19716 12.9124 3.10516 1504013870.695863
4.4048 12.928 3.07208 1504013872.813884
4.61983 12.9474 3.01738 1504013874.931923
4.81615 12.9539 2.9576 1504013877.3525078
5.031 12.9534 2.89529 1504013879.7731369
5.23979 12.9374 2.83422 1504013882.0928829
5.45176 12.9126 2.76895 1504013884.412627
5.85316 12.8176 2.65045 1504013888.951298
6.04675 12.7473 2.6001 1504013891.17018
6.24103 12.6604 2.55427 1504013893.389048
6.42229 12.5623 2.51524 1504013895.6079192
6.60057 12.4605 2.48094 1504013897.725963
6.77719 12.35 2.4496 1504013899.843999
6.94284 12.2269 2.41752 1504013901.962046
7.10545 12.1027 2.39493 1504013903.979176
7.26846 11.9686 2.37873 1504013906.097235
7.4278 11.8263 2.35998 1504013908.215263
7.72894 11.547 2.32667 1504013912.3504739
7.87685 11.3969 2.30797 1504013914.468503
8.02192 11.2483 2.29021 1504013916.586536
8.16852 11.1036 2.27061 1504013918.704596
8.30145 10.9615 2.24571 1504013920.822596
8.45193 10.8062 2.21625 1504013922.940623
8.58485 10.6585 2.18765 1504013925.05865
8.72254 10.4956 2.15531 1504013927.176675
8.85616 10.3324 2.12127 1504013929.294699
9.10744 9.99265 2.04608 1504013933.530747
9.22699 9.80996 2.01238 1504013935.7496982
9.31483 9.6245 1.98507 1504013937.867691
9.42158 9.45526 1.95859 1504013939.985736
9.50815 9.27406 1.93539 1504013942.103764
9.58674 9.08095 1.91045 1504013944.1209228
9.65841 8.89156 1.89547 1504013946.238962
9.72388 8.6926 1.88471 1504013948.356985
9.78504 8.50007 1.87804 1504013950.4750102
9.84963 8.32823 1.87109 1504013952.593015
9.97158 7.94528 1.86338 1504013956.62741
10.0203 7.73419 1.86805 1504013958.6445508
10.0671 7.5529 1.87407 1504013960.76262
10.1158 7.38125 1.88452 1504013962.7797801
10.1612 7.18003 1.8945 1504013964.796951
10.2132 6.9741 1.9113 1504013966.814122
10.2603 6.78836 1.93269 1504013968.831278
10.3126 6.62224 1.94878 1504013970.848442
10.3792 6.45862 1.97055 1504013972.966537
10.4316 6.30384 1.99158 1504013975.084529
10.4928 6.10359 2.02142 1504013977.2025568
10.5608 5.88123 2.05992 1504013979.320564
10.6608 5.55968 2.13936 1504013983.657504
10.7277 5.34359 2.1841 1504013985.876405
10.7752 5.23037 2.21241 1504013988.095281
10.8512 5.0831 2.24823 1504013990.314205
10.9377 4.90561 2.29487 1504013992.533064
11.0541 4.70288 2.35105 1504013994.751986
11.1826 4.52665 2.40632 1504013996.9708428
11.3277 4.34166 2.47241 1504013999.189746
11.4657 4.18114 2.53569 1504014001.5094872
11.6334 4.00849 2.60874 1504014003.829219
11.7667 3.87203 2.67157 1504014006.148978
11.9748 3.7014 2.75684 1504014008.468735
12.1347 3.59521 2.81697 1504014010.788464
12.3302 3.48418 2.88275 1504014013.108209
12.6149 3.30706 2.96834 1504014017.545988
12.8879 3.25206 3.02867 1504014019.6640651
13.0718 3.20563 3.05531 1504014021.681199
13.2615 3.16726 3.07486 1504014023.799221
13.4472 3.13891 3.08904 1504014025.91726
13.6581 3.11574 3.10257 1504014028.035306
13.9078 3.10207 3.11649 1504014030.1533198
14.1177 3.09392 3.11604 1504014032.170479
14.2931 3.08589 3.10597 1504014034.187671
14.4978 3.07529 3.10229 1504014036.204833
14.9281 3.05671 3.09689 1504014040.440896
15.1338 3.04589 3.09882 1504014042.4580832
15.3523 3.03721 3.09948 1504014044.576115
15.5205 3.00712 3.08578 1504014046.593278
15.7394 2.98915 3.07946 1504014048.610423
15.9456 2.97431 3.07787 1504014050.72848
16.165 2.97132 3.07859 1504014052.745672
16.3723 2.95182 3.07762 1504014054.762864
16.597 2.94935 3.08814 1504014056.880853
16.7691 2.89718 3.08187 1504014058.9989069
16.997 2.86556 3.07975 1504014061.116914
17.4008 2.86502 3.07947 1504014064.646972


# GT - pose_x pose_y orientation time
4.2049 12.9218 3.1022 1504013870.6663806
4.4161 12.9076 3.0715 1504013872.8271294
4.6204 12.8869 3.0185 1504013874.9292374
4.8215 12.8575 2.9585 1504013877.3254666
5.0244 12.8103 2.8939 1504013879.7888594
5.2163 12.756 2.8327 1504013882.0685148
5.4134 12.686 2.7674 1504013884.4086423
5.784 12.5131 2.6467 1504013888.968366
5.9624 12.4116 2.597 1504013891.1899464
6.1367 12.3 2.5531 1504013893.4056911
6.3083 12.1804 2.513 1504013895.6295142
6.4707 12.0625 2.4797 1504013897.7261944
6.6315 11.9373 2.4491 1504013899.829638
6.7962 11.7999 2.4191 1504013901.9930377
6.941 11.6688 2.3962 1504013903.9666212
7.0955 11.5233 2.3777 1504013906.1241894
7.2432 11.3779 2.3616 1504013908.2313306
7.5314 11.0805 2.325 1504013912.3644376
7.672 10.9267 2.3059 1504013914.4694371
7.8068 10.7716 2.2878 1504013916.5680814
7.9432 10.6119 2.2655 1504013918.7249317
8.0725 10.4511 2.2395 1504013920.8271039
8.1966 10.2881 2.21 1504013922.927805
8.3169 10.1208 2.1795 1504013925.0845027
8.43 9.9527 2.1482 1504013927.18958
8.5392 9.7843 2.1146 1504013929.2866807
8.7461 9.4223 2.0431 1504013933.546434
8.8396 9.2326 2.009 1504013935.7668738
